0.0705199 30.5801 0
0.080526 42.7803 16.3599
0.0905321 56.6881 4.73195
0.100538 45.7604 1.81708
0.110544 45.893 1.48771
0.12055 48.4867 0.884238
0.130556 48.6858 0.690188
0.140562 52.4852 0.587929
0.150569 54.6382 0.394265
0.160575 54.6423 0.552632
0.170581 54.7847 0.673116
0.180587 55.445 0.548198
0.190593 55.7515 0.610612
0.200599 54.7847 0.555144
0.210605 52.2499 0.619145
0.220611 49.1442 0.478213
0.230617 46.6843 0.39193
0.240623 42.9518 0.429262
0.250629 38.646 0.438575
0.260635 34.5441 0.25412
0.270642 30.0034 0.190146
0.280648 26.4624 0.170616
0.290654 23.1539 0.19808
0.30066 21.0794 0.0913314
0.310666 18.8612 0.128273
0.320672 17.4524 0.0931878
0.330678 16.5035 0.091055
0.340684 16.3195 0.0537616
0.35069 15.774 0.059016
0.360696 15.358 0.0323045
0.370702 15.2203 0.0367014
0.380708 14.6196 0.0393326
0.390715 13.9984 0.0551058
0.400721 13.1066 0.0396727
0.410727 12.6784 0.0402445
0.420733 11.9809 0.0326672
0.430739 11.4333 0.0479316
0.440745 10.8003 0.0460283
0.450751 10.2997 0.0449155
0.460757 9.71676 0.0234644
0.470763 9.18728 0.0282757
0.480769 8.92557 0.0280259
0.490775 8.32666 0.0191591
0.500781 8.17344 0.0240557
0.510788 8.04813 0.027252
0.520794 7.92395 0.0297086
0.5308 7.70227 0.029348
0.540806 7.62655 0.0254139
0.550812 7.55185 0.0217928
0.560818 7.31131 0.0249019
0.570824 7.09651 0.016468
0.58083 6.90571 0.0178533
0.590836 6.82141 0.015405
0.600842 6.77961 0.0256143
0.610848 6.62388 0.025657
0.620854 6.51398 0.0113285
0.630861 6.41796 0.0203046
0.640867 6.22743 0.0266931
0.650873 6.18163 0.0207665
0.660879 6.12858 0.0209765
0.670885 5.99894 0.0203196
0.680891 5.95159 0.0149953
0.690897 5.85644 0.0158421
0.700903 5.79042 0.0163733
0.710909 5.78185 0.012525
0.720915 5.69053 0.0189814
0.730921 5.68914 0.017909
0.740927 5.75358 0.0169399
0.750933 5.62032 0.0141407
0.76094 5.59361 0.0114321
0.770946 5.59649 0.0123107
0.780952 5.597 0.0177842
0.790958 5.58393 0.0167159
0.800964 5.4847 0.0105208
0.81097 5.59609 0.0174937
0.820976 5.51296 0.0151729
0.830982 5.47877 0.0153265
0.840988 5.45801 0.0154654
0.850994 5.33416 0.0154425
0.861 5.42045 0.0186882
0.871006 5.29585 0.0125235
0.881013 5.23813 0.0174267
0.891019 5.13348 0.0134342
0.901025 5.16114 0.0127337
0.911031 5.13374 0.0118092
0.921037 5.13795 0.0103532
0.931043 5.11987 0.0131233
0.941049 5.11205 0.0173833
0.951055 5.1014 0.01223
0.961061 5.04585 0.0146833
0.971067 5.01234 0.0138543
0.981073 4.97164 0.0139102
0.991079 5.02819 0.0153602
1.00109 5.02092 0.0113767
1.01109 4.95677 0.00790888
1.0211 4.95698 0.012713
1.0311 4.96825 0.0127687
1.04111 4.99741 0.00858105
1.05112 4.98888 0.0149659
1.06112 5.00878 0.0126863
1.07113 4.95284 0.00703726
1.08113 4.93143 0.0179273
1.09114 4.91795 0.0141744
1.10115 4.97137 0.0104711
1.11115 4.98238 0.017108
1.12116 4.89805 0.0119308
1.13116 4.93522 0.010449
1.14117 4.88551 0.0134886
1.15118 4.85804 0.0139146
1.16118 4.91409 0.0147127
1.17119 4.90898 0.0141333
1.1812 4.85475 0.0146386
1.1912 4.8549 0.00908657
1.20121 4.86436 0.00962241
1.21121 4.89111 0.0125581
1.22122 4.81454 0.00902418
1.23123 4.86019 0.0149186
1.24123 4.8534 0.0133672
1.25124 4.88257 0.0170201
1.26124 4.75227 0.0133543
1.27125 4.85833 0.00849184
1.28126 4.83401 0.0160288
1.29126 4.74292 0.0171125
1.30127 4.72485 0.013169
1.31127 4.78834 0.0124372
1.32128 4.81568 0.0133548
1.33129 4.81662 0.017394
1.34129 4.80463 0.0151461
1.3513 4.72636 0.0111383
1.3613 4.77897 0.0134816
1.37131 4.76696 0.0156909
1.38132 4.75985 0.0153016
1.39132 4.7799 0.0175231
1.40133 4.80449 0.0100988
1.41133 4.76045 0.0107543
1.42134 4.74651 0.0198361
1.43135 4.78231 0.0131842
1.44135 4.76127 0.011016
1.45136 4.76246 0.0119819
1.46137 4.76475 0.0131392
1.47137 4.81459 0.00691988
1.48138 4.7587 0.0144921
1.49138 4.69321 0.0162203
1.50139 4.76323 0.0127068
1.5114 4.69254 0.0151201
1.5214 4.75842 0.0134974
1.53141 4.73205 0.00702332
1.54141 4.74293 0.0158844
1.55142 4.74471 0.0114393
1.56143 4.75704 0.0103257
1.57143 4.75104 0.00699667
1.58144 4.73341 0.0134619
1.59144 4.70109 0.0090405
1.60145 4.72825 0.0112182
1.61146 4.77887 0.0201343
1.62146 4.75951 0.0151229
1.63147 4.73501 0.00902815
1.64147 4.75688 0.0124099
1.65148 4.71059 0.0134837
1.66149 4.82566 0.00624292
1.67149 4.68852 0.0108834
1.6815 4.69671 0.0133286
1.69151 4.7908 0.0142956
1.70151 4.73402 0.0151415
1.71152 4.71546 0.0120085
1.72152 4.74481 0.0143727
1.73153 4.72305 0.0106708
1.74154 4.74942 0.0138033
1.75154 4.72002 0.0112774
1.76155 4.78343 0.017184
1.77155 4.7527 0.0172328
1.78156 4.66323 0.0109605
1.79157 4.73282 0.0171542
1.80157 4.67185 0.014043
1.81158 4.65135 0.00927302
1.82158 4.73625 0.0125185
1.83159 4.75784 0.0225457
1.8416 4.69544 0.0139738
1.8516 4.72979 0.0117074
1.86161 4.71123 0.0117552
1.87161 4.72955 0.0144493
1.88162 4.72612 0.0148526
1.89163 4.69541 0.0132225
1.90163 4.70255 0.0115665
1.91164 4.69115 0.00689929
1.92165 4.71632 0.010485
1.93165 4.7146 0.0128023
1.94166 4.74163 0.00961459
1.95166 4.68983 0.0100096
1.96167 4.69333 0.0144893
1.97168 4.66508 0.00864892
1.98168 4.71616 0.01063
1.99169 4.71451 0.00928695
2.00169 4.70046 0.0136158
